3659345839.404000	3.907917	-0.026408	-0.103201
3659345840.403000	3.752318	1.466111	5.501316
3659345841.403000	3.747530	1.466111	5.494296
3659345842.402000	3.747530	1.466111	5.494296
3659345843.404000	3.745137	1.466111	5.490787
3659345844.404000	3.742743	1.456513	5.451354
3659345845.404000	3.742743	1.461312	5.469315
3659345846.402000	3.740349	1.461312	5.465817
3659345847.403000	3.740349	1.461312	5.465817
3659345848.405000	3.737955	1.456513	5.444380
3659345849.404000	3.737955	1.461312	5.462319
3659345850.403000	3.737955	1.461312	5.462319
3659345851.403000	3.737955	1.456513	5.444380
3659345852.403000	3.735561	1.461312	5.458821
3659345853.404000	3.733167	1.456513	5.437407
3659345854.402000	3.733167	1.456513	5.437407
3659345855.402000	3.733167	1.456513	5.437407
3659345856.403000	3.733167	1.461312	5.455323
3659345857.403000	3.730774	1.456513	5.433920
3659345858.404000	3.730774	1.456513	5.433920
3659345859.404000	3.730774	1.451714	5.416016
3659345860.404000	3.730774	1.456513	5.433920
3659345861.404000	3.728380	1.456513	5.430434
3659345862.404000	3.730774	1.456513	5.433920
3659345863.403000	3.725986	1.456513	5.426947
3659345864.404000	3.725986	1.456513	5.426947
3659345865.403000	3.728380	1.451714	5.412541
3659345866.402000	3.725986	1.456513	5.426947
3659345867.403000	3.725986	1.451714	5.409066
3659345868.405000	3.725986	1.451714	5.409066
3659345869.404000	3.725986	1.456513	5.426947
3659345870.405000	3.723592	1.451714	5.405591
3659345871.404000	3.881585	-0.021609	-0.083877
3659345872.404000	3.881585	-0.021609	-0.083877
3659345873.403000	3.883978	-0.026408	-0.102569
3659345874.404000	3.883978	-0.026408	-0.102569
3659345875.404000	3.886372	-0.021609	-0.083981
3659345876.405000	3.883978	-0.021609	-0.083929
3659345877.403000	3.888766	-0.026408	-0.102695
3659345878.402000	3.888766	-0.021609	-0.084033
3659345879.403000	3.888766	-0.021609	-0.084033
3659345880.403000	3.888766	-0.021609	-0.084033
3659345881.403000	3.888766	-0.021609	-0.084033
3659345882.402000	3.891160	-0.021609	-0.084084
3659345883.404000	3.891160	-0.026408	-0.102758
3659345884.405000	3.893554	-0.021609	-0.084136
3659345885.402000	3.891160	-0.026408	-0.102758
3659345886.403000	3.891160	-0.026408	-0.102758
3659345887.404000	3.891160	-0.026408	-0.102758
3659345888.405000	3.891160	-0.026408	-0.102758
3659345889.405000	3.891160	-0.026408	-0.102758
3659345890.404000	3.893554	-0.021609	-0.084136
3659345891.404000	3.895948	-0.026408	-0.102885
3659345892.404000	3.893554	-0.021609	-0.084136
3659345893.402000	3.893554	-0.026408	-0.102822
3659345894.402000	3.893554	-0.021609	-0.084136
3659345895.404000	3.893554	-0.026408	-0.102822
3659345896.403000	3.893554	-0.021609	-0.084136
3659345897.404000	3.893554	-0.021609	-0.084136
3659345898.403000	3.895948	-0.021609	-0.084188
3659345899.404000	3.893554	-0.026408	-0.102822
3659345900.405000	3.895948	-0.026408	-0.102885
